author,coin,danmaku,favorite,id,like,rank_num,rank_tab,reply,score,share,tag_name,title,view
诶嘿Reiko,71354,5435,43077,86739951,77915,45,音乐,4573,1430744,4957,"翻唱,自夸小队,上海zoo,阴阳怪气,花少北,bilibili新星计划,中国boy,老番茄,填词,某幻",【自夸小队】舔狗向填词翻唱！今天也要为哥哥们吹彩虹屁,418248
笛子绿洲,95314,2842,37062,86312498,96421,44,音乐,2777,1447791,5979,"演奏,香蜜沉沉烬如霜,笛子,左手指月,bilibili新星计划,民乐,音乐,竹笛,自制,纯音乐,乐器",【竹笛】左手指月 来了，挑战笛子音域极限 《香蜜沉沉烬如霜》片尾曲 不好听。。。 UP主去跳兔子舞！,926857
叶子的小檀豆,230797,7069,220857,79240553,281018,43,音乐,3476,1463516,16369,"乐评盘点,全能打卡挑战,新海诚,动漫歌曲,日系,音乐,治愈向,BGM,精选歌单,ACG音乐",女声《Lemon》究竟有多治愈？,2811500
大家的音乐姬,238192,119541,260206,75965449,251100,42,音乐,57004,1466109,160996,"音乐现场,华晨宇,华语现场,LIVE",疯人院&好想爱这个世界啊（现场版）- 华晨宇,6817922
Warma,130447,19244,142493,60919617,203844,41,音乐,4927,1468324,19468,"电音,原创歌曲,warma,暑期爆肝挑战,我家里有蜘蛛,Crazy Bucket,沃玛,手书PV,原创曲,CB,搞笑",【warma/CB】我家里有蜘蛛！！！【原创曲】,3033046
OnIyTheYoung,13412,4322,57633,86692161,27451,40,音乐,586,1497883,6415,"欧美音乐,音乐现场,泰勒斯威夫特,演唱会,TAYLORSWIFT,TAYLOR,霉霉,欧美,SWIFT,LIVE,REPUTATION,TAYLORSWIFT霉霉",[5G蓝光1080P+中英文CC字幕]「Taylor Swift: The 1989 World Tour Live」,357899
蟹姐哇,64090,40219,197840,76088106,216067,39,音乐,16617,1513627,86011,"音乐现场,华晨宇,花花,华语现场,抑郁症,现场",华晨宇写给抑郁症的歌《好想爱这个世界啊》官方视频出炉,4527745
抗白六代目,132833,6008,29962,87564619,179251,38,音乐,4365,1535362,2008,"演奏,中国加油,火影忍者,音乐",不知不觉撑过了7次化疗，医生说下次骨穿结果好的话以后或许不用再做了。希望如此吧！也希望疫情早日平息！FIGHTING！,1130525
肥宅雪橇,148119,69663,109485,83815747,288907,37,音乐,9735,1536422,101815,"翻唱,难听,治愈向,全能打卡挑战",龙    王,4156178
妙影轻音阁,152151,92732,180293,77574152,165512,36,音乐,17087,1573546,72233,"原创歌曲,188男团,水千丞,最后是你,妙影轻音阁,bilibili音乐星计划,流行",【188男团】最后是你（水千丞原著/原创同人群像攻组出道曲/妙影轻音阁出品）,2467473
notyour_kei,79598,4868,41309,86922891,104444,35,音乐,3541,1582292,17340,"翻唱,说唱,全能打卡挑战,EMINEM,英语,RAP",硬核翻唱姆爷烫嘴rap！/ Homicide / 小区盲人来了,869263
MasterE_,99702,6844,83578,83833742,131251,34,音乐,3662,1654995,5978,"原创歌曲,电音,国风音乐,bilibili新星计划,编曲,中国风,Future bass,听歌,音乐,原创曲,纯音乐",【原创国风电音】朕在皇宫打碟,1034900
糖醋鱼圆,34468,16527,59275,90992826,68926,33,音乐,3413,1711035,11732,"翻唱,魔道祖师,原耽,撒野,伪装学渣,处处吻",【处处吻】用69本原耽小说的名字给处处吻填词！,525890
巴卡咔吧咔咔吧咔,115854,15406,36419,87449541,136686,32,音乐,4352,1762570,47126,"翻唱,周董,周杰伦,七里香,bilibili新星计划,编曲,dj,土味",带你们一步一步把周杰伦变土，土味翻唱土 里 香,1943668
切粒粒,64226,8234,53368,92290565,104627,31,音乐,8164,1777631,20431,"翻唱,同人文,处处吻,晋江,长佩,小说,全能打卡挑战,女声,杨千嬅,新人向",处 处 删 （注意！脖子以下不可描述！）,772174
O2O男团,35940,4001,63461,88743561,73743,30,音乐,1755,1808162,9755,"日文翻唱,翻唱,外语翻唱,撒野,日语,O2O男团,情人节甜蜜大作战,日语翻唱,LINK",日语版《撒野》听哭了！在你眼中撒野【O2O男团/LINK】,564414
神楽七奈Official,102693,10908,52292,89172897,117601,29,音乐,8508,1810881,15455,"中文翻唱,拜年祭,翻唱,神楽七奈,狗妈,我的别样拜年祭,横竖撇点折,神乐七奈,古风翻唱,虚拟主播",【中文翻唱】橫豎撇點折【神楽七奈】,818911
鹿乃ちゃん,160978,11234,147478,84675389,184853,28,音乐,5582,1852664,23331,"翻唱,日文翻唱,外语翻唱,鹿乃,女声,日语翻唱,PV付,MV",日语版《好想爱这个世界啊》翻唱【鹿乃】,1837008
KBShinya,85532,5005,51515,88062807,146274,27,音乐,2725,1889308,47621,"翻唱,搞笑,处处吻,搞笑翻唱,沙雕,全民音乐UP主,恶搞,鬼畜,新冠肺炎",处  处  躺,1255894
力元君,145265,67082,41694,87663392,298165,26,音乐,11421,1943061,16923,"翻唱,情人节不隔离爱,美女,自制,改编,点赞,萌妹子,SHE,小姐姐,MV,搞笑",强迫女友给我拍的MV，你们要看100遍！,2045977
墨韵Moyun,1748979,451204,1241896,1250357,1006270,25,音乐,141625,1965534,245073,"演奏,VOCALOID,B站最富有的女人,永远有人系列,千本樱,古筝,初音MIKU", 【古筝】千本樱——你可见过如此凶残的练习曲,31875998
景辉_Irony,92541,5994,59084,87739724,93660,24,音乐,5148,2029764,14891,"VOCALOID,初音未来,拜年祭,傻fufu,初音MIKU,消费主义,不买立省百分百,全民音乐UP主,买买买,VOCALOID中文曲,MitchieM",不 买 立 省 百 分 百,934888
-LKs-,89496,9705,145295,86092913,131240,23,音乐,2736,2120129,6180,"电音,国风音乐,全能打卡挑战,中国风,安利,音乐,ost,bgm",每 首 歌 只 能 听 10 秒,1546106
崩坏3第一偶像爱酱,108284,7396,64934,92253209,119882,22,音乐,4996,2125271,9274,"原创歌曲,手机游戏,琪亚娜,Starfall,天穹流星,米哈游,袁娅维,音乐,印象曲,HOYO-MiX,崩坏3",「Starfall」——《崩坏3》印象曲（演唱者：袁娅维）,931894
夏木樱。,57502,89748,80149,90498007,95173,21,音乐,12633,2270881,23567,"翻唱,欧美音乐,cp粉,cp,处处吻,rps,有被冒犯,全民音乐UP主,人间真实,填词翻唱,欧美,国娱,搞笑",【 处 处 磕 】——当你磕上一对CP，万水千山皆为爱情,831740
Thomas-Lee,41620,3237,67228,86791571,247145,20,音乐,1934,2274774,6768,"演奏,Buttercup,吉他",握 着 我 的 抱 枕,2979147
阿里巴巴,67556,31085,64570,89446679,223249,19,音乐,18043,2276553,53112,"钉钉,钉宝岛,新宝岛,联合创作",【钉钉】钉 宝 岛,2787287
PattyCake官方频道,79575,6989,81615,91559974,88159,18,音乐,2250,2346764,15201,"后妈茶话会,恶棍巢穴,PattyCake,迪士尼,反派,后妈,DISNEY,影视音乐,音乐,公主",「Tough Love 严厉的爱」（后妈茶话会）The Villains Lair 恶棍巢穴(Ep.2)【PattyCake】,757668
杨可爱Ukulele,110592,4156,77052,88656864,120252,17,音乐,2324,2411605,14666,"演奏,翻唱,国风音乐,处处吻,全民音乐UP主,尤克里里,国人女声,MV,女声,古风,改编,混剪,弹唱",下次一定?《处处吻》改编古风版，你没听过的船新版本！,1057232
尤超白,99689,12732,76397,89595901,158479,16,音乐,4208,2460973,16383,"原创歌曲,尤超白,sushi,说唱",我 是 坏 女 人,1416193
银河系守脑,38642,4422,97776,85978152,102434,15,音乐,1956,2498893,10493,"音乐现场,迈克尔杰克逊,MICHAELJACKSON,MJ,音乐,LIVE,经典,演唱会,现场,太空步",全网最清晰迈克尔杰克逊Michael Jackson1995年MTV现场Dangerous经典机械舞危险舞蹈高清修复版太空步侧滑步mj珍贵视频,1481326
魔方OwO,434273,37223,276314,81000061,417621,14,音乐,5163,2589431,25300,"电音,原创歌曲,电子音乐,FL studio,投稿即可100%瓜分百万奖金,国人原创,带感,原创曲,清新,华语",耗时63小时！up主投稿以来最用心的一首电音作品，好听到哭！,2882634
Crazy_Bucket,157925,19004,93165,90204246,243830,13,音乐,3928,2967477,21591,"原创歌曲,全民音乐UP主,CB,原创音乐,说唱,接歌词,编曲,FL Studio,R&B,RAP,搞笑",让粉丝只押韵接歌词，做出了一首要素过多的歌！,1402050
脱裤气,350921,13401,416577,80128837,440281,12,音乐,5166,3088851,85946,"外语翻唱,翻唱,日文翻唱,华晨宇,治愈向",治愈系日文版《好想爱这个世界啊》翻唱 「华晨宇」,4334339
祖娅纳惜,115653,8403,107066,92285943,133611,11,音乐,6053,3100774,30466,"翻唱,祖娅纳惜,囍,葛东琪,全能打卡挑战",【祖娅纳惜】 囍 【这什么灵魂唢呐！！】,1410737
時ノ舞,94815,8876,194361,2361621,125519,10,音乐,4301,3115053,76111,"僕らの手には何もないけど,尽管我们的手中空无一物,泪腺崩坏,仆らの手には何もないけど、,RAM WIRE",【泪腺崩坏】RAM WIRE - 尽管我们的手中空无一物，【中日字幕】,1192870
小熊纯一郎,215018,8150,83652,88202610,376082,9,音乐,6013,3149101,5781,"翻唱,处处盗,处处吻,全民音乐UP主,抄袭,盗视频,填词",处     处     盗,2998368
大头大头哥哥,138263,6972,100734,87262159,201994,8,音乐,2672,3159806,10423,"演奏,处处吻,钢琴,全民音乐UP主,LOSER,钢琴演奏,改编",B站就你敢这样弹《处处吻》前方高能，钢琴裁缝又叒叕来了！,2126993
SealWu吴一凡,155242,4095,114325,91317525,163088,7,音乐,3514,3329355,28892,"原创歌曲,人文,说唱,文化",《野草》：我把16篇鲁迅写成了一首歌,1106800
池年,171445,13838,112094,90164987,279600,6,音乐,10009,3572018,55654,"原创歌曲,钉钉,全民音乐UP主,音乐,搞笑",【 五 星 分 期 ，下 次 一 钉 】,2643038
赤leopard_大暴,146119,38637,133801,91572143,269166,5,音乐,5798,3880074,45448,"翻唱,病名为爱,钉钉,全民音乐UP主,沙雕,搞笑",病 名 为 钉 钉钉钉钉钉钉...（钉钉音效与人声完美契合电音 无限循环 疯狂洗脑）,2282138
凯玟桑,210809,9524,134144,90824584,251964,4,音乐,3449,3981775,59023,"翻唱,钉钉,联合创作,尤超白,原创PV,学校,老师,沙雕,网课,搞笑",当 前 老 师 网 课 现 状,2058992
某幻君,947513,207578,502558,84887919,909557,3,音乐,25988,4176873,122095,"原创歌曲,阴阳怪气,上海ZOO,老番茄,花少北,某幻君,中国boy,自夸小队,干杯计划,RAP",最强自夸王！！！！！,10431543
翘课迟到,402360,46849,328952,89558467,518650,2,音乐,38910,8876742,227124,"搞笑,翻唱,处处吻,全民音乐UP主,搞笑翻唱,恶搞",处 处 零,4769188
钉钉DingTalk,914190,236342,526584,89441613,1465281,1,音乐,118108,15966036,703371,"钉钉,搞笑",【 钉 钉 本 钉 ，在 线 求 饶 】,18724108
南屏山工作室,4260,2860,6773,87547091,6656,99,国创相关,857,202377,739,"二哈和他的白猫师尊,燃晚,广播剧",《今年元夜时》【《二哈和他的白猫师尊》元宵节活动同人广播剧】,56404
宅集社,2977,2571,6590,77430894,19360,98,国创相关,869,203423,399,"国产良心,国漫良心,国产,自制,国产动画,国漫,国漫崛起",【2020国漫导航】国漫炸裂！竟然一下出这么多好看国漫！有的吹啦哈哈！,490756
列文虎瓜,4768,11413,11024,84829621,11322,97,国创相关,479,206977,902,"GMV,白起,周棋洛,许墨,李泽言,bilibili新星计划,MAD,踩点,恋与制作人,凌肖",【恋与F5】甜爆！15秒沦陷！您的芳心纵火团已送达！请注意查收~100多个踩点！【恋与制作人/The Boy Who Murdered Love】,114083
殓入满眼星光,1845,802,4484,87638273,9398,96,国创相关,170,207117,625,"墨香铜臭,魔道祖师,人渣反派自救系统,天官赐福,冰秋忘羡花怜",【墨香铜臭】用爱情公寓的方式打开墨家四子,115162
itsuka_kiri,2297,459,2661,84892748,11046,95,国创相关,360,208166,262,"混剪,我的三体,剪辑,国产动画,新人向,燃,神游八方",我的三体不燃混剪 不要打开！不要打开！！不要打开！！！,168007
洛林i,2466,306,2285,87464142,11032,94,国创相关,343,208798,270,"bilibili新星计划,剪辑,预告,国漫,高燃,国漫崛起,刺客伍六七",【高燃/预告片】刺客伍六七大电影饭制预告,175511
次元小主,38248,7767,34779,70859103,86811,93,国创相关,1414,209549,3524,"刺客伍六七,国产动画,剪辑,经典,国漫,催泪向",【刺客伍六七】当时有多少人看完之后哭了。,1776227
最忆江南烟雨羞,1370,320,3909,87222684,6629,92,国创相关,270,213984,230,"秦时明月,国漫,玄机科技,天行九歌,全能打卡挑战,女神,武庚纪,焰灵姬",【玄机步】新年贺岁版！每天一遍，防止抑郁！,142996
非人哉工作室,2899,432,3201,91296448,25211,91,国创相关,401,218771,393,"非人哉,藕霸,搞笑,VLOG,网课",【藕丝泥霸的VLOG】网课篇,173496
纳谁是谁,27489,1466,18496,83346215,53393,90,国创相关,711,219674,4548,"爱情公寓,刺客伍六七,2019新人嘉年华,剪辑,论BGM的重要性,国漫,阿珍爱上了阿强,自制,搞笑,国产动画",刺客伍六七遇上爱情公寓竟然毫无违和感,611674
黑眼圈啦,111,384,235,90588628,2503,89,国创相关,373,223456,166,一人之下,一人之下3：来了来了！,259686
不正经老丝,4093,1892,3140,88289754,15947,88,国创相关,3277,225018,376,"动漫,姜子牙,国产动画,国漫,国漫崛起",深度解析当今国漫的困境与未来发展,180812
-黄道长-,239,412,749,90259797,3656,87,国创相关,722,229027,59,"动漫杂谈,动漫,失踪人口回归,国产,中国惊奇先生,国产动画,新人向,国漫,腾讯动漫,国产动漫",被央视点名批评封杀的“国漫神作”，下架整改后剧情崩塌没有了往日的精彩,248759
扬十一灬,6340,494,6176,90910690,9613,86,国创相关,520,229250,319,"bilibili新星计划,魔道祖师,罗小黑战记,国漫,热血,刺客伍六七,雾山五行,风灵玉秀",【国风漫中的江湖气】“凭此拳此剑  可开天门？——”,92477
呼哈哈呼呵呵,2987,921,2535,84312777,22205,85,国创相关,987,230067,298,"bilibili新星计划,动画,镇魂街,守护灵,国产动画,热血,国漫",镇魂街 六位龙骑将介绍,1048229
诺燕Auko,3913,2959,6783,88461168,11874,84,国创相关,190,231494,688,"凹凸世界,格瑞,bilibili新星计划,论BGM的重要性,爱情公寓,MAD,国漫,安迷修,嘉德罗斯,雷狮",前方高能！用爱情公寓的方式打开【凹凸世界】,90219
CG-大口冰,989,379,909,91201292,8303,83,国创相关,346,233455,77,"bilibili新星计划,国产动画,绘梦,仙王的日常生活,孙蓉,第十集猜测,不准来打我脸,凑标签,王令,仙王",仙王的日常生活吐槽！把OP改成影流之主233顺便来猜猜第十集！【仙王的日常生活第九集杂谈】,243925
爱吃香蕉的面条丶,181,153,410,89140349,2477,82,国创相关,103,238988,134,"剪辑,国产,国产动画,仙王的日常生活,国漫,国漫良心,热血",【仙王的日常生活 第八集】王令的灵剑居然是小孩？？还是把超小木剑？还喜欢吃干脆面？,286188
月下夜晚,5944,919,2440,90336150,16060,81,国创相关,787,239662,355,"全能打卡挑战,魁拔,国产,国产动画,国漫,热血,国漫崛起,国产良心,国产动漫,国漫良心",这样的魁拔，预定一百万播放！,197846
子彧星塵,12815,2045,28302,78935442,40716,80,国创相关,1303,241796,1342,"国产动画,国漫良心,国漫,全能打卡挑战,大鱼海棠,MAD,原创,古风,白蛇缘起,万国志",这大概就是外国人不懂的中国美了！,921757
-初晴喵-,1087,420,2042,89714117,18635,79,国创相关,389,243304,65,"超神学院,bilibili新星计划,天使彦,凉冰,鹤熙",强 吻 鹤 熙,216335
饿同学爱弹幕,533,426,1268,86717444,6106,78,国创相关,508,244685,49,"bilibili新星计划,妖精种植手册,国漫",继仙王的日常后，又一部玩梗的有趣国漫【妖精种植手册】国产异世界超好看！,255089
关云猖,1988,2853,3908,92349806,20492,77,国创相关,1588,253358,349,"童年回忆杀,甜心格格,校园,童年回忆,少女,搞笑,古风,青春,治愈向,国产动画,国产良心",恋爱启蒙老师？国产古装宫廷动画《甜心格格》你站哪对cp？,198748
齐天大肾余潇洒,6920,1876,3780,87303886,19965,76,国创相关,1077,254066,282,"手机游戏,国动万象,山水情,水墨动画,小蝌蚪找妈妈,齐天大肾余潇洒,余潇洒,崩坏三,白蛇缘起,毒液",惊艳全球的中国水墨动画，为何断了传承？【国动万象】,211994
迷人仄,441,683,1894,87386828,8388,75,国创相关,231,256300,242,"MAD.AMV,童年回忆杀,喜羊羊与灰太狼,AMV,动画,灰太狼,MAD,剪辑,童年回忆,童年,国产动画,热血",当灰太狼拔剑的那一刻，整个草原都为之颤抖,256848
黎朔的正房,4377,4795,7995,88499313,8563,74,国创相关,907,256395,769,188男团,【188家主团/手书】蛊惑,90475
长安司剑,6037,676,4990,91938753,14205,73,国创相关,846,256549,1803,"电子竞技,英雄联盟,科幻,三体,章北海,刘慈欣,我的三体,国产动画,国漫,lol",掌声有请章北海先生谈谈对《三体》大战的看法,151985
超燃小志,1566,830,2837,87542252,14898,72,国创相关,810,256906,238,"童年回忆杀,骑刃王,铁甲威虫,蓝弧,bilibili新星计划,童年,童年回忆,剪辑,热血",七年了，钢千翅依旧还没有戒掉棒棒糖，铁甲威虫也没有第二季！！！,206078
雪和风,1253,785,1995,87497323,9941,71,国创相关,993,258579,216,"动漫杂谈,搞笑,二次元,动漫,吐槽,补番推荐",女神变痴女！逼王很无奈！史上最沙雕的龙傲天喜剧你看过了吗？,246007
猎荒者-琴墨城,2209,583,2574,90632561,12110,70,国创相关,573,261600,309,"我的世界,三体,我的三体,混剪,国产,剪辑",章北海：让 我 先 跑,225960
育碧先生,2016,3584,2372,86713740,16472,69,国创相关,1170,264924,350,"动漫杂谈,小马菲莉牛排,钢铁飞龙奥特曼,搞笑,小马宝莉,吐槽,抄袭,烂片,蓝弧,侵权,buttercup",你特么管这叫国漫崛起！？,236983
喝水少年孙十一,1514,641,1713,91149885,13474,68,国创相关,2397,274741,303,"动漫杂谈,搞笑,动画,动漫,吐槽,丧心病狂,补番推荐",史上最强“装B”男主！一分钟不装B浑身难受！,287296
灰暗的蜗牛,83591,212962,119686,10227864,73200,67,国创相关,11436,275017,13884,"国漫良心,国漫经典,神曲向,国产动画,怀念,TV动画",谁说国漫没神曲？第一弹,3639407
北寒落天辰,86,142,65,91861077,931,66,国创相关,66,278747,15,"全能打卡挑战,动画,搞笑,仙王的日常生活,国漫,影流之主",【仙王的日常生活】第11集 王令三杀影流之主,342847
哔哩哔哩国创,2418,8006,17,93152164,1522,65,国创相关,2234,291175,25,"那年那兔那些事儿,国产动画,bilibili question,国创,哔哔Q",【哔哔Q第9期】独家专访麻蛇：那兔电影版安排了？!,345116
斜月寒星,24303,807,15088,84501753,25702,64,国创相关,842,291625,2655,"童年回忆杀,虹猫蓝兔七侠传,武侠,同人,童年回忆,国产动画,国漫,黑小虎,虹猫,逆水寒OL,大宋映画",【虹七同人】片头曲《人生不过一百年》MV,219620
少年阿虎233,468,1308,837,91825494,8606,63,国创相关,1292,291968,96,"动漫杂谈,搞笑,动漫,镇魂街,国产动画,吐槽,国漫",曾经独一无二的国漫黑马！如今却遭万人唾弃？评分4.8的背后到底发生了什么?,310602
中二大帝妮可姬,2978,1644,2249,89297461,14490,62,国创相关,2896,298118,236,"动漫杂谈,搞笑,配音,仙王的日常生活",史上最强“弱鸡”男主，国产修真动画竟然还有如此骚操作,319399
小小小白菜233,1226,9992,11080,85913448,14175,61,国创相关,1292,305640,509,"伪装学渣,原耽,AWM绝地求生,破云,bilibili新星计划,推文",【原耽推文】十位“骚攻”快来看看你pick谁,251560
碧落九重剑,14203,1124,5104,90764797,20971,60,国创相关,795,308150,560,"动漫杂谈,沈剑心,剑网三·侠肝义胆沈剑心,国产动画,国漫,国漫良心",这动画居然大胆揭露键盘侠，主角厚颜无耻但又吸粉无数真是绝了,196089
低调的帅爷,4918,505,4162,90119904,14052,59,国创相关,853,312064,417,"人文,万国志,历史,文化,国产动画,国漫良心,科普,热血",我TM吹爆！从万国到现实：一段追逐真理梦想家们的浪漫传奇,242498
只爱迈迈的傻瓜,7077,1880,8797,89145361,15749,58,国创相关,2586,324047,672,"天行轶事,霍游,bilibili新星计划,知音漫客,国漫",还记得小学的漫画《天行轶事》吗？让up带你们扒一扒那些天行中的细节（第一弹）,128784
陈雅楠cyn,2424,2993,2100,90784972,19385,57,国创相关,416,327510,199,"动漫杂谈,动画,全程高能,二次元,搞笑,动漫,吐槽,国产动画,仙王的日常生活",千金大小姐上门给我打鸡血？！还是白毛妹子最可爱【文言文讲国创 # 08】,322153
橘葵海aoi,39785,5511,111115,29559747,61773,56,国创相关,1289,329558,32253,"顾昀,杀破狼广播剧,阿杰,阿杰729",【杀破狼广播剧】顾帅花式骂人100句·完整版！,1048478
千里梦游,22556,1367,26323,83325170,44802,55,国创相关,380,335405,2036,"MAD.AMV,刺客伍六七,bilibili新星计划,MAD,AMV,国产动画,国漫良心,热血,燃向,阿柒",【刺客伍六七】不看后悔，这个伍六七才tm叫燃！,388166
优米的故事,2198,812,1708,87296438,14884,54,国创相关,1073,343963,252,"bilibili新星计划,三体,我的三体,动漫,国产动画,国漫良心,国漫",评分9.9的神仙国漫，排行榜第一却是冷门佳作。安利时间到啦【我的三体】,399922
烤狗肉好吃,8990,2761,11474,89052066,10463,53,国创相关,478,346423,1210,"凹凸世界,安雷",【凹凸世界手书】【安雷】奇怪的剪辑,94134
攻得一批的扶茶,3458,992,12719,90040740,14041,52,国创相关,383,352821,891,"默读,纯爱,小说,费渡,学习,PRIEST",【扶茶】教把《默读》写进作文,105103
御茶梓,32265,3156,27878,82548584,44559,51,国创相关,596,352905,3845,"刺客伍六七,动漫,国产动画,泪目,伍六七之最强发型师,剪辑,国漫良心,热血,国创,台词混剪,伍六七",【刺客伍六七|台词混剪|泪目】用五分钟带你重温伍六七里那些触及人心的角色台词,464625
执笔书墨白,30315,3224,44081,77540232,52223,50,国创相关,802,356127,4211,"魔道祖师,狐妖小红娘,罗小黑战记,天行九歌,风灵玉秀,大鱼海棠,中国唱诗班,侠肝义胆沈剑心,国漫混剪,画江湖之不良人",【国漫|古风|烟雨行舟】国漫，真的很美,622471
揪级爆肝的肝宝夫,4614,822,6471,90177847,23618,49,国创相关,346,363897,1231,"bilibili新星计划,生活,日常,原创动画,搞笑,沙雕,猜猜我是谁,国漫,刺客伍六七,伍六七,梅花十三",【伍六七】 沙雕动画 反 转!  猜 猜 我 是 谁？,254125
妖主杀生丸,43085,48213,78551,41048301,103865,48,国创相关,3276,364548,7326,"魔道祖师,狐妖小红娘,国漫,镇魂街,国产动画,剪辑,热血",高能！国漫中的十大经典台词,3009991
零枫Momet,8157,6147,6863,85428424,59611,47,国创相关,2526,368427,305,"童年回忆杀,全能打卡挑战,动漫,童年,十万个冷笑话,动画,自制,国产动画,热血,国漫,漫评",第一部非幼向票房破亿国漫《十万个冷笑话》为什么凉了？火爆全网的十冷！！！,898201
不读书的郎中,6732,1516,6719,90415364,20585,46,国创相关,877,381110,1165,"童年回忆杀,中华小子,下山,国产动画,MV,国产,轻功,童年回忆,要不要买菜,热血,国漫",中华小子踩点《下山》MV,259961
啦羽田共啦,5085,1274,7019,91538119,23222,45,国创相关,1121,387067,2690,"喜羊羊与灰太狼,喜羊羊,国漫,热血,燃,踩点",【喜羊羊与灰太狼/踩点/燃爆】青草生长之处，羊亦生生不息,279351
哔哩哔哩漫画,1115,3199,73,42169792,586,44,国创相关,391,399010,876,"搞笑,恋爱,古风",我在皇宫当巨巨 第1话 本小姐誓要进宫,1970689
游游头上是戏戏,30886,9043,65480,81804927,172258,43,国创相关,2258,424762,3153,"再见2019,动漫,剪辑,国产动画,国漫良心,国漫,老婆",回顾2019你新娶的几位老婆,3472553
言君剪辑狮,4422,1812,6780,87651904,25996,42,国创相关,567,428677,446,"灵笼,全能打卡挑战,陈奕迅,女神,武动乾坤,国漫崛起,老婆,国漫,国漫良心,少年歌行",愣着干啥，进来白嫖啊！,313960
长腿毛的哥哥,1841,617,3835,90362799,18694,41,国创相关,1820,433291,388,"仙王的日常生活,动漫,搞笑,剪辑,mad,国漫",富婆老馋你，怎么婉拒？,523556
小林呀_,7623,1113,11339,86184993,22401,40,国创相关,321,440924,1116,"bilibili新星计划,混剪,热血,高燃,刺客伍六七,伍六七",【刺客伍六七/瞬间爆炸/高燃混剪】戴上耳机！！享受这场视觉盛宴！！,243714
爱吃猫_的鱼_,6111,1270,10780,86553812,14270,39,国创相关,425,451226,1363,"秦时明月,紫女,天行九歌,焰灵姬,剪辑,斗破苍穹,国产动画,逆转次元：AI崛起,国漫良心,雄兵连之诸天降临",【处处吻】 一吻便颠倒众生 进来白嫖啊！,243549
凌诺雅,11468,6385,4821,86998946,26796,38,国创相关,4825,487754,990,"画江湖,动漫,搞笑,侠岚,动画,国产动画,国漫,不良人,若森,风语咒",被封禁下架的国漫之光！别给国漫丢人了，天天自称“精品”还“股权冻结”？百因必有果，出生正当时，见好却不收【国动凌晷】,462220
ConstantFruit,377,1227,2929,85540620,6667,37,国创相关,318,491496,173,"动漫,国产动漫,国漫,我的天劫女友,马英雄,李沐子",被女主强行双修,680962
灰太狼办公室,100307,3524,77580,82713853,166374,36,国创相关,3357,498016,25677,"舞蹈,喜羊羊与灰太狼,抖肩舞,二次元,每日一抖",【狼羊抖肩舞完整版】 ”这一次，我可以抖更久！”每日亿遍抖起来！wow~,1616746
懒惰成病,4694,1662,6655,91093451,43708,35,国创相关,319,501664,1125,"搞笑竞技大赛,搞笑,国产动画,国漫,新人向,刺客伍六七",小 鸡 岛 现 状,485524
咕唧咕唧小河豚,146877,4333,53190,83593642,126318,34,国创相关,2916,503105,4073,"动漫杂谈,刺客伍六七,国漫,伍六七之最强发型师,2020新星计划-寒假赛,新人向,热血,国漫良心,国创,伍六七,梅花十三",【刨根解析】同是第二季 伍六七凭什么屹立不倒,889235
菌子笑笑,13993,964,12816,88407561,22333,33,国创相关,902,503581,1364,"罗小黑战记,罗小黑,山新,无限,国漫良心,治愈向,起风了,国产动画,国漫",【罗小黑】师父是这个世界上最好的人!（完整版）,212795
小瞎咯,5752,2955,15104,86548378,16874,32,国创相关,995,518576,4840,"水千丞,邵群,娘娘腔,188渣男团,毒后妈,一醉经年,宋居寒,原耽,附加遗产,洛羿",邵群 | 洛羿 | 宋居寒 | 渣攻们的茶话会,215026
两根稻草w,7847,10699,38255,80995223,42563,31,国创相关,1383,537521,2441,"伪装学渣,全球高考,默读,撒野,原耽,投稿即可100%瓜分百万奖金",【原耽】让我们一起重温那些名场面,528086
无双贤者,50466,2010,26550,84954191,71095,30,国创相关,797,542925,2139,"那年那兔那些事儿,千层套路,万能日语",兔子的千层套路,586303
Asriely_,11154,2384,11439,89863555,35610,29,国创相关,1070,544629,1403,"趣闻,童年回忆杀,动漫杂谈,喜羊羊与灰太狼,喜羊羊,童年回忆,喜羊羊与灰太狼之羊村守护者,科普向,国产动画,辟谣,国创,童年,杂谈,国漫,科普",从没被禁播！你基本上不知道的关于喜羊羊的40件事(辟谣+趣闻),325974
柚丶小豆,8208,1191,15745,86940224,26126,28,国创相关,427,567920,972,"MAD.AMV,天行九歌,古风,女神,美女,国产动画,AMV,剪辑,国漫,老婆,白蛇：缘起",慎入！前方极度妩媚！这些女人竟该死的甜美！！！,257243
许莫灵,11115,3717,7302,91286713,72533,27,国创相关,2375,589385,216,"童年回忆杀,动漫资讯,动漫杂谈,bilibili新星计划,魔角侦探,童年回忆,童年,国产,东方神娃,盘点排行,小鸡不好惹",被央视停播的奇怪动画，是无数人的童年【00后的童年回忆#5】,535804
hunter弥鹿,17433,6624,5829,86226569,44931,26,国创相关,12792,627485,730,"动漫杂谈,仙王的日常生活,抄袭,国产动漫,bilibili新星计划,国创,国漫,吐槽,杂谈,补番推荐",精良国漫仙王只有7.2分？涉嫌抄袭？抱歉，这次我站动画方，浅谈仙王动画问题（视频不谈论小说问题）,953589
